8.45299,148.068,129.246,66.0726,97.1599,137.34,174.965,96.8507,112.18,111.296,150.357,108.568,120.364,92.224,16.9239,26.1446,148.597,110.446,37.8743,85.5273,162.669,96.3195,86.0702,72.2449,60.7041,20.5146,21.4612,153.838,154.142,41.3254,152.509,45.0046,59.0457,150.546,71.1147,15.1757,175.974,60.6077,136.649,141.649,154.885,41.128,174.615,
163.264,133.706,84.142,149.496,66.8485,108.993,126.415,117.835,131.985,155.218,94.6022,161.342,156.584,102.887,80.1615,111.154,85.7836,147.378,65.0801,106.497,74.2903,120.878
