1114.95,411.687,927.728,671.508,744.928,1021.51,418.967,542.787,927.326,51.9495,735.413,971.777,184.512,334.358,816.085,274.339,248.558,1138.45,276.651,426.914,20.8428,951.884,210.956,778.827,1042.7,559.415,302.321,49.53,2.99692,1273.44,874.635,297.923,524.797,215.939,657.142,27.3653,
191.269,375.422,605.076,740.563,1057.93,965.492,457.195,952.861,513.19,1218.65,1020.79,684.652,43.6544,1124.64,-0.585282,214.185,59.6152,334.704,264.125,812.584,927.604,149.097,430.884,90.0253,299.048,813.921,559.666,1093.81,0.612318,172.442,323.2,860.258,23.5402,1239.01,1284.91,254.945,101.31,454.238,751.664,690.88,633.893,257.075,
