907.033,902.608,890.128,874.44,851.87,824.226,801.119,798.43,770.2,729.048,664.816,661.971,617.804,614.317,574.502,508.439,502.818,480.429,469.642,409.053,406.256,387.494,382.224,360.49,368.096,325.771,321.633,318.129,298.94,284.867,253.901,237.95,222.003,211.928,188.181,31.2819,16.6296,-5.22552,17.8498,57.1741,20.5599,
943.719,933.398,928.15,895.972,858.014,857.632,829.754,789.725,771.695,713.458,702.451,663.848,642.116,633.325,622.321,609.714,535.145,539.456,508.64,518.763,503.001,435.679,424.085,416.845
