952.191,944.208,898.875,892.526,888.238,887.202,900.281,852.008,799.337,779.951,770.774,733.532,723.303,657.169,635.94,605.273,619.006,492.274,502.739,465.769,469.512,451.331,442.634,448.354,431.795,376.76,373.783,351.436,346.557,315.831,319.994,219.905,228.732,216.452,190.807,202.395,198.116,102.078,93.326,70.2957,70.0137,36.0607,35.4266,
926.284,912.683,877.343,884.123,866.804,829.084,828.926,808.539,763.868,777.764,725.333,582.786,512.081,498.396,451.371,464.944,444.829,437.539,439.739,435.663,378.796,349.483
